order_id,customer_id,product_id,quantity,order_date,order_amount
O00635,C071,P038,5,2026-08-14,270415
O00636,C038,P010,2,2026-08-11,21044
O00637,C030,P025,5,2026-08-08,145320
O00638,C064,P036,3,2026-08-09,38712
O00639,C098,P032,4,2026-08-15,70168
O00640,C022,P047,3,2026-08-06,98826
O00641,C018,P047,5,2026-08-16,164710
O00642,C024,P035,1,2026-08-17,25157
O00643,C005,P005,1,2026-08-01,42687
O00644,C053,P009,2,2026-08-03,63542
O00645,C091,P010,1,2026-08-07,10522
O00646,C065,P030,3,2026-08-02,94185
O00647,C080,P041,5,2026-08-16,223365
O00648,C085,P032,1,2026-08-01,17542
O00649,C069,P036,4,2026-08-01,51616
O00650,C003,P034,3,2026-08-18,186579
O00651,C037,P002,5,2026-08-14,131355
O00652,C023,P007,1,2026-08-17,47776
O00653,C020,P016,2,2026-08-17,111322
O00654,C033,P023,3,2026-08-13,8871
O00655,C011,P024,4,2026-08-15,121444
O00656,C073,P016,2,2026-08-10,111322
O00657,C088,P006,1,2026-08-03,2752
O00658,C052,P025,4,2026-08-18,116256
O00659,C061,P004,1,2026-08-06,69714
O00660,C011,P032,4,2026-08-11,70168
O00661,C073,P007,5,2026-08-02,238880
O00662,C030,P014,5,2026-08-16,109215
O00663,C035,P003,1,2026-08-09,49209
O00664,C070,P037,1,2026-08-06,46638
O00665,C041,P002,2,2026-08-05,52542
O00666,C097,P046,4,2026-08-03,146836
O00667,C039,P011,5,2026-08-08,319495
O00668,C073,P025,5,2026-08-11,145320
O00669,C050,P049,2,2026-08-03,26066
O00670,C065,P048,3,2026-08-02,174846
O00671,C013,P028,2,2026-08-03,8634
O00672,C044,P039,5,2026-08-13,36500
O00673,C100,P021,1,2026-08-09,32693
O00674,C058,P032,2,2026-08-12,35084
O00675,C071,P025,4,2026-08-06,116256
O00676,C088,P038,4,2026-08-03,216332
O00677,C099,P040,3,2026-08-08,24432
O00678,C092,P005,1,2026-08-09,42687
O00679,C020,P025,2,2026-08-13,58128
O00680,C041,P024,1,2026-08-03,30361
O00681,C001,P020,4,2026-08-12,237508
O00682,C098,P018,1,2026-08-05,52496
O00683,C012,P012,4,2026-08-15,66732
O00684,C072,P036,5,2026-08-14,64520
O00685,C014,P002,1,2026-08-12,26271
O00686,C071,P006,5,2026-08-11,13760
O00687,C050,P001,3,2026-08-14,200220
O00688,C050,P050,1,2026-08-18,2134
O00689,C032,P037,5,2026-08-06,233190
O00690,C088,P025,2,2026-08-05,58128
O00691,C035,P020,3,2026-08-16,178131
O00692,C019,P005,2,2026-08-14,85374
O00693,C036,P027,3,2026-08-16,90621
O00694,C010,P024,3,2026-08-08,91083
O00695,C093,P041,4,2026-08-07,178692
O00696,C059,P007,2,2026-08-10,95552
O00697,C001,P026,3,2026-08-13,28515
O00698,C043,P029,3,2026-08-14,28461
O00699,C084,P039,2,2026-08-10,14600
O00700,C042,P039,2,2026-08-16,14600
O00701,C041,P012,4,2026-08-11,66732
O00702,C038,P048,4,2026-08-08,233128
O00703,C042,P025,3,2026-08-13,87192
O00704,C047,P008,5,2026-08-07,157925
O00705,C076,P035,2,2026-08-18,50314
O00706,C004,P047,4,2026-08-07,131768
O00707,C057,P019,1,2026-08-14,57622
O00708,C087,P032,2,2026-08-10,35084
O00709,C031,P017,2,2026-08-14,53130
O00710,C049,P005,4,2026-08-16,170748
O00711,C075,P026,5,2026-08-17,47525
O00712,C089,P027,5,2026-08-02,151035
O00713,C047,P045,5,2026-08-03,277480
O00714,C014,P050,2,2026-08-12,4268
O00715,C022,P042,5,2026-08-02,163955
O00716,C073,P042,4,2026-08-11,131164
O00717,C056,P007,1,2026-08-04,47776
O00718,C034,P015,5,2026-08-17,346815
O00719,C072,P038,5,2026-08-08,270415
O00720,C058,P024,4,2026-08-15,121444
O00721,C099,P044,5,2026-08-17,295000
O00722,C020,P023,1,2026-08-16,2957
O00723,C014,P019,4,2026-08-03,230488
O00724,C015,P047,2,2026-08-12,65884
O00725,C040,P022,4,2026-08-07,34368
O00726,C067,P031,3,2026-08-16,191472
O00727,C013,P029,4,2026-08-11,37948
O00728,C009,P020,1,2026-08-04,59377
O00729,C003,P022,1,2026-08-06,8592
O00730,C095,P016,5,2026-08-06,278305
O00731,C071,P011,3,2026-08-18,191697
O00732,C055,P030,2,2026-08-13,62790
O00733,C081,P012,2,2026-08-14,33366
O00734,C051,P002,5,2026-08-07,131355
O00735,C058,P038,4,2026-08-13,216332
O00736,C001,P046,2,2026-08-07,73418
O00737,C036,P049,1,2026-08-04,13033
O00738,C069,P012,3,2026-08-11,50049
O00739,C026,P030,1,2026-08-09,31395
O00740,C086,P032,5,2026-08-11,87710
O00741,C077,P025,5,2026-08-13,145320
O00742,C076,P008,3,2026-08-12,94755
O00743,C059,P040,2,2026-08-10,16288
O00744,C079,P038,1,2026-08-05,54083
O00745,C041,P008,2,2026-08-10,63170
O00746,C015,P012,3,2026-08-05,50049
O00747,C066,P025,4,2026-08-05,116256
O00748,C074,P025,4,2026-08-06,116256
O00749,C063,P041,5,2026-08-06,223365
O00750,C072,P011,4,2026-08-10,255596
O00751,C018,P012,3,2026-08-15,50049
O00752,C080,P004,3,2026-08-01,209142
O00753,C063,P009,2,2026-08-13,63542
O00754,C072,P033,4,2026-08-14,248612
O00755,C088,P032,4,2026-08-15,70168
O00756,C063,P011,1,2026-08-01,63899
O00757,C098,P015,3,2026-08-02,208089
O00758,C036,P015,5,2026-08-10,346815
O00759,C022,P050,4,2026-08-16,8536
O00760,C071,P033,1,2026-08-04,62153
O00761,C035,P050,5,2026-08-12,10670
O00762,C070,P049,1,2026-08-15,13033
O00763,C070,P014,4,2026-08-04,87372
O00764,C095,P042,2,2026-08-10,65582
O00765,C005,P029,3,2026-08-12,28461
O00766,C012,P029,1,2026-08-08,9487
O00767,C027,P048,5,2026-08-12,291410
O00768,C091,P040,4,2026-08-06,32576
O00769,C079,P009,2,2026-08-07,63542
O00770,C008,P037,3,2026-08-18,139914
O00771,C036,P039,5,2026-08-06,36500
O00772,C042,P046,3,2026-08-10,110127
O00773,C074,P018,5,2026-08-04,262480
O00774,C018,P049,4,2026-08-02,52132
O00775,C036,P042,2,2026-08-05,65582
O00776,C032,P010,3,2026-08-08,31566
O00777,C098,P044,4,2026-08-16,236000
O00778,C019,P037,3,2026-08-14,139914
O00779,C049,P029,1,2026-08-03,9487
O00780,C052,P033,3,2026-08-12,186459
O00781,C059,P032,3,2026-08-01,52626
O00782,C100,P047,1,2026-08-15,32942
O00783,C082,P043,3,2026-08-03,75393
O00784,C069,P026,2,2026-08-14,19010
O00785,C028,P032,3,2026-08-11,52626
O00786,C037,P022,5,2026-08-05,42960
O00787,C073,P032,3,2026-08-02,52626
O00788,C006,P007,4,2026-08-01,191104
O00789,C016,P011,4,2026-08-15,255596
O00790,C001,P028,2,2026-08-05,8634
O00791,C084,P020,2,2026-08-09,118754
O00792,C012,P042,3,2026-08-09,98373
O00793,C011,P024,2,2026-08-02,60722
O00794,C051,P041,3,2026-08-08,134019
O00795,C055,P042,1,2026-08-04,32791
O00796,C001,P014,4,2026-08-03,87372
O00797,C017,P038,2,2026-08-17,108166
O00798,C088,P029,1,2026-08-01,9487
O00799,C090,P022,1,2026-08-14,8592
O00800,C089,P009,4,2026-08-03,127084
O00801,C030,P025,1,2026-08-04,29064
O00802,C014,P021,3,2026-08-10,98079
O00803,C018,P025,2,2026-08-05,58128
O00804,C009,P034,5,2026-08-01,310965
O00805,C079,P042,2,2026-08-15,65582
O00806,C045,P047,2,2026-08-05,65884
O00807,C053,P040,4,2026-08-07,32576
O00808,C012,P007,2,2026-08-04,95552
O00809,C076,P047,4,2026-08-12,131768
O00810,C055,P021,2,2026-08-08,65386
O00811,C036,P042,1,2026-08-08,32791
O00812,C071,P039,5,2026-08-10,36500
O00813,C100,P045,1,2026-08-10,55496
O00814,C027,P034,5,2026-08-17,310965
O00815,C025,P048,4,2026-08-10,233128
O00816,C083,P004,2,2026-08-16,139428
O00817,C050,P008,2,2026-08-16,63170
O00818,C082,P039,1,2026-08-17,7300
O00819,C002,P024,3,2026-08-05,91083
O00820,C050,P037,4,2026-08-12,186552
O00821,C070,P044,2,2026-08-16,118000
O00822,C099,P005,1,2026-08-03,42687
O00823,C002,P017,2,2026-08-02,53130
O00824,C008,P026,5,2026-08-10,47525
O00825,C081,P046,5,2026-08-14,183545
O00826,C055,P045,4,2026-08-03,221984
O00827,C082,P035,5,2026-08-05,125785
O00828,C036,P006,3,2026-08-03,8256
O00829,C066,P014,2,2026-08-18,43686
O00830,C042,P026,5,2026-08-03,47525
O00831,C040,P045,4,2026-08-08,221984
O00832,C008,P016,1,2026-08-14,55661
O00833,C015,P030,5,2026-08-02,156975
O00834,C040,P043,2,2026-08-04,50262
O00835,C002,P046,2,2026-08-01,73418
O00836,C021,P032,3,2026-08-17,52626
O00837,C067,P047,3,2026-08-06,98826
O00838,C048,P009,3,2026-08-04,95313
O00839,C099,P002,3,2026-08-14,78813
O00840,C035,P034,1,2026-08-09,62193
O00841,C092,P037,1,2026-08-16,46638
O00842,C059,P033,3,2026-08-02,186459
O00843,C064,P037,2,2026-08-12,93276
O00844,C021,P017,1,2026-08-04,26565
O00845,C030,P048,5,2026-08-01,291410
O00846,C006,P001,2,2026-08-02,133480
O00847,C061,P024,4,2026-08-05,121444
O00848,C023,P003,5,2026-08-14,246045
O00849,C029,P021,2,2026-08-14,65386
O00850,C093,P021,3,2026-08-03,98079
O00851,C074,P024,1,2026-08-17,30361
O00852,C087,P004,2,2026-08-08,139428
O00853,C067,P003,4,2026-08-03,196836
O00854,C060,P019,3,2026-08-11,172866
O00855,C012,P036,4,2026-08-01,51616
O00856,C048,P013,3,2026-08-10,187488
O00857,C095,P040,2,2026-08-15,16288
O00858,C048,P038,4,2026-08-07,216332
O00859,C094,P035,2,2026-08-05,50314
O00860,C001,P027,1,2026-08-08,30207
O00861,C070,P023,1,2026-08-11,2957
O00862,C001,P049,4,2026-08-10,52132
O00863,C014,P014,5,2026-08-08,109215
O00864,C054,P032,1,2026-08-05,17542
O00865,C092,P018,1,2026-08-02,52496
O00866,C030,P034,4,2026-08-12,248772
O00867,C059,P048,1,2026-08-04,58282
O00868,C065,P009,4,2026-08-03,127084
O00869,C076,P037,1,2026-08-14,46638
O00870,C085,P009,2,2026-08-10,63542
O00871,C034,P021,4,2026-08-11,130772
O00872,C041,P029,3,2026-08-08,28461
O00873,C010,P013,2,2026-08-04,124992
O00874,C020,P007,2,2026-08-15,95552
O00875,C060,P021,4,2026-08-04,130772
O00876,C069,P023,2,2026-08-15,5914
O00877,C040,P030,3,2026-08-04,94185
O00878,C012,P011,3,2026-08-02,191697
O00879,C028,P021,2,2026-08-03,65386
O00880,C092,P016,3,2026-08-13,166983
O00881,C066,P004,3,2026-08-09,209142
O00882,C023,P002,4,2026-08-15,105084
O00883,C072,P048,5,2026-08-08,291410
O00884,C013,P030,1,2026-08-05,31395
O00885,C016,P001,1,2026-08-08,66740
O00886,C017,P013,4,2026-08-12,249984
O00887,C088,P041,1,2026-08-09,44673
O00888,C010,P002,1,2026-08-07,26271
O00889,C083,P029,2,2026-08-03,18974
O00890,C043,P008,1,2026-08-15,31585
O00891,C007,P011,5,2026-08-14,319495
O00892,C093,P026,4,2026-08-01,38020
O00893,C049,P044,4,2026-08-06,236000
O00894,C046,P014,2,2026-08-09,43686
O00895,C036,P029,2,2026-08-02,18974
O00896,C079,P040,5,2026-08-08,40720
O00897,C083,P019,4,2026-08-14,230488
O00898,C071,P031,1,2026-08-03,63824
O00899,C036,P025,2,2026-08-14,58128
O00900,C026,P042,5,2026-08-08,163955
O00901,C081,P035,1,2026-08-13,25157
O00902,C092,P023,4,2026-08-18,11828
O00903,C063,P023,5,2026-08-17,14785
O00904,C042,P025,3,2026-08-06,87192
O00905,C004,P021,5,2026-08-08,163465
O00906,C004,P050,3,2026-08-02,6402
O00907,C061,P034,3,2026-08-08,186579
O00908,C021,P007,2,2026-08-08,95552
O00909,C035,P035,1,2026-08-08,25157
O00910,C074,P025,3,2026-08-06,87192
O00911,C023,P016,5,2026-08-11,278305
O00912,C095,P045,3,2026-08-01,166488
O00913,C091,P045,3,2026-08-05,166488
O00914,C073,P013,4,2026-08-18,249984
O00915,C040,P012,4,2026-08-02,66732
O00916,C012,P004,2,2026-08-08,139428
O00917,C003,P034,4,2026-08-01,248772
O00918,C043,P040,2,2026-08-05,16288
O00919,C044,P046,2,2026-08-11,73418
O00920,C008,P002,2,2026-08-05,52542
O00921,C100,P008,5,2026-08-12,157925
O00922,C010,P024,4,2026-08-04,121444
O00923,C044,P020,3,2026-08-05,178131
O00924,C021,P047,4,2026-08-16,131768
O00925,C084,P021,2,2026-08-18,65386
O00926,C089,P040,3,2026-08-08,24432
O00927,C086,P038,2,2026-08-13,108166
O00928,C040,P047,3,2026-08-05,98826
O00929,C023,P047,1,2026-08-13,32942
O00930,C099,P037,1,2026-08-06,46638
O00931,C078,P021,5,2026-08-08,163465
O00932,C082,P037,1,2026-08-16,46638
O00933,C019,P022,1,2026-08-08,8592
O00934,C045,P021,2,2026-08-03,65386
O00935,C091,P043,3,2026-08-15,75393
O00936,C002,P017,2,2026-08-08,53130
O00937,C089,P005,3,2026-08-09,128061
O00938,C014,P047,1,2026-08-02,32942
O00939,C050,P029,4,2026-08-06,37948
O00940,C053,P032,4,2026-08-12,70168
O00941,C070,P025,1,2026-08-16,29064
O00942,C074,P042,2,2026-08-06,65582
O00943,C058,P005,1,2026-08-10,42687
O00944,C003,P021,3,2026-08-04,98079
O00945,C010,P022,2,2026-08-13,17184
O00946,C021,P047,1,2026-08-18,32942
O00947,C012,P022,5,2026-08-16,42960
O00948,C091,P002,4,2026-08-06,105084
O00949,C078,P028,2,2026-08-02,8634
O00950,C013,P022,2,2026-08-07,17184
O00951,C053,P045,5,2026-08-18,277480
O00952,C034,P043,3,2026-08-10,75393
O00953,C031,P007,1,2026-08-13,47776
O00954,C074,P036,4,2026-08-05,51616
O00955,C007,P024,1,2026-08-14,30361
O00956,C012,P019,5,2026-08-16,288110
O00957,C026,P007,1,2026-08-07,47776
O00958,C022,P041,3,2026-08-03,134019
O00959,C061,P008,3,2026-08-13,94755
O00960,C061,P032,3,2026-08-03,52626
O00961,C083,P035,4,2026-08-06,100628
O00962,C048,P025,3,2026-08-06,87192
O00963,C058,P003,3,2026-08-15,147627
O00964,C060,P017,2,2026-08-09,53130
O00965,C073,P004,2,2026-08-04,139428
O00966,C011,P043,3,2026-08-18,75393
O00967,C053,P049,5,2026-08-08,65165
O00968,C071,P004,4,2026-08-17,278856
O00969,C054,P035,4,2026-08-08,100628
O00970,C061,P020,1,2026-08-13,59377
O00971,C092,P003,5,2026-08-17,246045
O00972,C074,P044,5,2026-08-05,295000
O00973,C016,P049,4,2026-08-06,52132
O00974,C022,P014,2,2026-08-05,43686
O00975,C006,P028,1,2026-08-14,4317
O00976,C026,P041,2,2026-08-09,89346
O00977,C041,P047,1,2026-08-03,32942
O00978,C050,P036,4,2026-08-18,51616
O00979,C042,P018,5,2026-08-15,262480
O00980,C002,P045,5,2026-08-17,277480
O00981,C054,P008,4,2026-08-05,126340
O00982,C019,P037,5,2026-08-04,233190
O00983,C014,P037,1,2026-08-10,46638
O00984,C069,P023,4,2026-08-09,11828
O00985,C050,P042,4,2026-08-16,131164
O00986,C005,P012,3,2026-08-13,50049
O00987,C019,P040,5,2026-08-13,40720
O00988,C005,P026,3,2026-08-08,28515
O00989,C007,P048,4,2026-08-09,233128
O00990,C048,P002,3,2026-08-10,78813
O00991,C040,P018,4,2026-08-04,209984
O00992,C030,P009,3,2026-08-15,95313
O00993,C100,P021,3,2026-08-14,98079
O00994,C078,P042,1,2026-08-07,32791
O00995,C057,P014,4,2026-08-16,87372
O00996,C098,P034,3,2026-08-02,186579
O00997,C066,P011,1,2026-08-10,63899
O00998,C091,P033,4,2026-08-05,248612
O00999,C100,P034,5,2026-08-01,310965
O01000,C023,P013,2,2026-08-02,124992
